Date,Time,Channel,User,SensorID,Sensor_Name,delta_t,Time_Unit,Value,O2_Unit,Mode,Phase,Phase_Unit,Amplitude,Amplitude_Unit,Temp,Temp_Unit,Pressure,Pressure_Unit,Salinity,Salinity_Unit,Error,Cal0,Cal0_Unit,T0,T0_Unit,O2Cal2nd,O2_Unit,Cal2nd,Cal2nd_Unit,T2nd,T2nd_Unit,CalPressure,CalPressure_Unit,f1,dPhi1,dkSv1,dPhi2,dkSv2,m,Cal_Mode,SignalLEDCurrent,User_Signal_Intensity,ReferenceLEDCurrent,Reference_Amplitude,Device_Serial,FwVersion,SwVersion,Sensor_Type,BatchID,Calibration_Date,Sensor_Lot,PreSens_Calibr,Battery_Voltage,Battery_Voltage_Unit
03/06/2019,10:09:01,8,default,181523011,OXY_CH8,0,min,240.913,µmol/L,Humid,21.858,deg,82650,µV,19.12,°C,1010,hPa,34.1,pmil,0,55.63,deg,20,°C,100,%a.s.,21.95,deg,20,°C,1018,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,22.75,0,95,356957.39,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,170328-021,9/30/2017 7:35:14 PM,0000-00,0,no battery,V
03/06/2019,10:09:02,8,default,181523011,OXY_CH8,0.012,min,240.92,µmol/L,Humid,21.857,deg,82624,µV,19.121,°C,1010,hPa,34.1,pmil,0,55.63,deg,20,°C,100,%a.s.,21.95,deg,20,°C,1018,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,22.75,0,95,356867.14,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,170328-021,9/30/2017 7:35:14 PM,0000-00,0,no battery,V
03/06/2019,10:09:03,8,default,181523011,OXY_CH8,0.029,min,241.154,µmol/L,Humid,21.849,deg,82616,µV,19.112,°C,1010,hPa,34.1,pmil,0,55.63,deg,20,°C,100,%a.s.,21.95,deg,20,°C,1018,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,22.75,0,95,356855.12,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,170328-021,9/30/2017 7:35:14 PM,0000-00,0,no battery,V
03/06/2019,10:09:04,8,default,181523011,OXY_CH8,0.045,min,241.076,µmol/L,Humid,21.853,deg,82609,µV,19.111,°C,1010,hPa,34.1,pmil,0,55.63,deg,20,°C,100,%a.s.,21.95,deg,20,°C,1018,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,22.75,0,95,356827.06,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,170328-021,9/30/2017 7:35:14 PM,0000-00,0,no battery,V
03/06/2019,10:09:05,8,default,181523011,OXY_CH8,0.062,min,241.101,µmol/L,Humid,21.852,deg,82606,µV,19.11,°C,1010,hPa,34.1,pmil,0,55.63,deg,20,°C,100,%a.s.,21.95,deg,20,°C,1018,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,22.75,0,95,356830.17,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,170328-021,9/30/2017 7:35:14 PM,0000-00,0,no battery,V
03/06/2019,10:09:06,8,default,181523011,OXY_CH8,0.078,min,241.095,µmol/L,Humid,21.851,deg,82589,µV,19.114,°C,1010,hPa,34.1,pmil,0,55.63,deg,20,°C,100,%a.s.,21.95,deg,20,°C,1018,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,22.75,0,95,356810.64,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,170328-021,9/30/2017 7:35:14 PM,0000-00,0,no battery,V
03/06/2019,10:09:07,8,default,181523011,OXY_CH8,0.095,min,241.17,µmol/L,Humid,21.851,deg,82590,µV,19.104,°C,1010,hPa,34.1,pmil,0,55.63,deg,20,°C,100,%a.s.,21.95,deg,20,°C,1018,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,22.75,0,95,356806.01,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,170328-021,9/30/2017 7:35:14 PM,0000-00,0,no battery,V
03/06/2019,10:09:08,8,default,181523011,OXY_CH8,0.111,min,241.05,µmol/L,Humid,21.854,deg,82577,µV,19.112,°C,1010,hPa,34.1,pmil,0,55.63,deg,20,°C,100,%a.s.,21.95,deg,20,°C,1018,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,22.75,0,95,356794.75,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,170328-021,9/30/2017 7:35:14 PM,0000-00,0,no battery,V
03/06/2019,10:09:09,8,default,181523011,OXY_CH8,0.128,min,241.256,µmol/L,Humid,21.847,deg,82577,µV,19.103,°C,1010,hPa,34.1,pmil,0,55.63,deg,20,°C,100,%a.s.,21.95,deg,20,°C,1018,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,22.75,0,95,356775.17,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,170328-021,9/30/2017 7:35:14 PM,0000-00,0,no battery,V
03/06/2019,10:09:10,8,default,181523011,OXY_CH8,0.145,min,241.08,µmol/L,Humid,21.857,deg,82569,µV,19.098,°C,1010,hPa,34.1,pmil,0,55.63,deg,20,°C,100,%a.s.,21.95,deg,20,°C,1018,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,22.75,0,95,356786.57,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,170328-021,9/30/2017 7:35:14 PM,0000-00,0,no battery,V
03/06/2019,10:09:11,8,default,181523011,OXY_CH8,0.162,min,241.042,µmol/L,Humid,21.856,deg,82565,µV,19.107,°C,1010,hPa,34.1,pmil,0,55.63,deg,20,°C,100,%a.s.,21.95,deg,20,°C,1018,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,22.75,0,95,356782.18,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,170328-021,9/30/2017 7:35:14 PM,0000-00,0,no battery,V
03/06/2019,10:09:12,8,default,181523011,OXY_CH8,0.179,min,241.133,µmol/L,Humid,21.854,deg,82565,µV,19.1,°C,1010,hPa,34.1,pmil,0,55.63,deg,20,°C,100,%a.s.,21.95,deg,20,°C,1018,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,22.75,0,95,356766.59,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,170328-021,9/30/2017 7:35:14 PM,0000-00,0,no battery,V
03/06/2019,10:09:13,8,default,181523011,OXY_CH8,0.195,min,241.015,µmol/L,Humid,21.857,deg,82556,µV,19.108,°C,1010,hPa,34.1,pmil,0,55.63,deg,20,°C,100,%a.s.,21.95,deg,20,°C,1018,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,22.75,0,95,356755.07,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,170328-021,9/30/2017 7:35:14 PM,0000-00,0,no battery,V
03/06/2019,10:09:14,8,default,181523011,OXY_CH8,0.212,min,240.998,µmol/L,Humid,21.855,deg,82555,µV,19.116,°C,1010,hPa,34.1,pmil,0,55.63,deg,20,°C,100,%a.s.,21.95,deg,20,°C,1018,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,22.75,0,95,356752.18,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,170328-021,9/30/2017 7:35:14 PM,0000-00,0,no battery,V
03/06/2019,10:09:15,8,default,181523011,OXY_CH8,0.228,min,241.133,µmol/L,Humid,21.855,deg,82551,µV,19.097,°C,1010,hPa,34.1,pmil,0,55.63,deg,20,°C,100,%a.s.,21.95,deg,20,°C,1018,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,22.75,0,95,356769.24,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,170328-021,9/30/2017 7:35:14 PM,0000-00,0,no battery,V
03/06/2019,10:09:16,8,default,181523011,OXY_CH8,0.245,min,241.122,µmol/L,Humid,21.854,deg,82552,µV,19.101,°C,1010,hPa,34.1,pmil,0,55.63,deg,20,°C,100,%a.s.,21.95,deg,20,°C,1018,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,22.75,0,95,356768.65,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,170328-021,9/30/2017 7:35:14 PM,0000-00,0,no battery,V
03/06/2019,10:09:17,8,default,181523011,OXY_CH8,0.261,min,241.126,µmol/L,Humid,21.854,deg,82550,µV,19.101,°C,1010,hPa,34.1,pmil,0,55.63,deg,20,°C,100,%a.s.,21.95,deg,20,°C,1018,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,22.75,0,95,356752.38,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,170328-021,9/30/2017 7:35:14 PM,0000-00,0,no battery,V
03/06/2019,10:09:18,8,default,181523011,OXY_CH8,0.278,min,240.903,µmol/L,Humid,21.856,deg,82548,µV,19.127,°C,1010,hPa,34.1,pmil,0,55.63,deg,20,°C,100,%a.s.,21.95,deg,20,°C,1018,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,22.75,0,95,356760.25,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,170328-021,9/30/2017 7:35:14 PM,0000-00,0,no battery,V
03/06/2019,10:09:19,8,default,181523011,OXY_CH8,0.295,min,240.935,µmol/L,Humid,21.857,deg,82542,µV,19.119,°C,1010,hPa,34.1,pmil,0,55.63,deg,20,°C,100,%a.s.,21.95,deg,20,°C,1018,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,22.75,0,95,356740.79,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,170328-021,9/30/2017 7:35:14 PM,0000-00,0,no battery,V
03/06/2019,10:09:20,8,default,181523011,OXY_CH8,0.312,min,241.086,µmol/L,Humid,21.855,deg,82541,µV,19.104,°C,1010,hPa,34.1,pmil,0,55.63,deg,20,°C,100,%a.s.,21.95,deg,20,°C,1018,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,22.75,0,95,356744.5,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,170328-021,9/30/2017 7:35:14 PM,0000-00,0,no battery,V
03/06/2019,10:09:21,8,default,181523011,OXY_CH8,0.329,min,240.967,µmol/L,Humid,21.855,deg,82534,µV,19.121,°C,1010,hPa,34.1,pmil,0,55.63,deg,20,°C,100,%a.s.,21.95,deg,20,°C,1018,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,22.75,0,95,356739.72,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,170328-021,9/30/2017 7:35:14 PM,0000-00,0,no battery,V
03/06/2019,10:09:22,8,default,181523011,OXY_CH8,0.345,min,240.924,µmol/L,Humid,21.858,deg,82538,µV,19.118,°C,1010,hPa,34.1,pmil,0,55.63,deg,20,°C,100,%a.s.,21.95,deg,20,°C,1018,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,22.75,0,95,356729.6,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,170328-021,9/30/2017 7:35:14 PM,0000-00,0,no battery,V
03/06/2019,10:09:23,8,default,181523011,OXY_CH8,0.362,min,241.068,µmol/L,Humid,21.85,deg,82524,µV,19.121,°C,1010,hPa,34.1,pmil,0,55.63,deg,20,°C,100,%a.s.,21.95,deg,20,°C,1018,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,22.75,0,95,356740.29,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,170328-021,9/30/2017 7:35:14 PM,0000-00,0,no battery,V
03/06/2019,10:09:24,8,default,181523011,OXY_CH8,0.378,min,241.005,µmol/L,Humid,21.853,deg,82525,µV,19.121,°C,1010,hPa,34.1,pmil,0,55.63,deg,20,°C,100,%a.s.,21.95,deg,20,°C,1018,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,22.75,0,95,356737.82,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,170328-021,9/30/2017 7:35:14 PM,0000-00,0,no battery,V
03/06/2019,10:09:25,8,default,181523011,OXY_CH8,0.395,min,241.039,µmol/L,Humid,21.853,deg,82522,µV,19.116,°C,1010,hPa,34.1,pmil,0,55.63,deg,20,°C,100,%a.s.,21.95,deg,20,°C,1018,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,22.75,0,95,356729.92,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,170328-021,9/30/2017 7:35:14 PM,0000-00,0,no battery,V
03/06/2019,10:09:26,8,default,181523011,OXY_CH8,0.411,min,241.085,µmol/L,Humid,21.853,deg,82522,µV,19.11,°C,1010,hPa,34.1,pmil,0,55.63,deg,20,°C,100,%a.s.,21.95,deg,20,°C,1018,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,22.75,0,95,356720.82,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,170328-021,9/30/2017 7:35:14 PM,0000-00,0,no battery,V
03/06/2019,10:09:27,8,default,181523011,OXY_CH8,0.428,min,240.964,µmol/L,Humid,21.856,deg,82517,µV,19.118,°C,1010,hPa,34.1,pmil,0,55.63,deg,20,°C,100,%a.s.,21.95,deg,20,°C,1018,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,22.75,0,95,356725.55,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,170328-021,9/30/2017 7:35:14 PM,0000-00,0,no battery,V
03/06/2019,10:09:28,8,default,181523011,OXY_CH8,0.445,min,240.956,µmol/L,Humid,21.853,deg,82516,µV,19.128,°C,1010,hPa,34.1,pmil,0,55.63,deg,20,°C,100,%a.s.,21.95,deg,20,°C,1018,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,22.75,0,95,356721.46,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,170328-021,9/30/2017 7:35:14 PM,0000-00,0,no battery,V
03/06/2019,10:09:29,8,default,181523011,OXY_CH8,0.462,min,241.017,µmol/L,Humid,21.854,deg,82512,µV,19.117,°C,1010,hPa,34.1,pmil,0,55.63,deg,20,°C,100,%a.s.,21.95,deg,20,°C,1018,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,22.75,0,95,356715.05,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,170328-021,9/30/2017 7:35:14 PM,0000-00,0,no battery,V
03/06/2019,10:09:30,8,default,181523011,OXY_CH8,0.479,min,240.935,µmol/L,Humid,21.857,deg,82509,µV,19.119,°C,1010,hPa,34.1,pmil,0,55.63,deg,20,°C,100,%a.s.,21.95,deg,20,°C,1018,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,22.75,0,95,356726.87,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,170328-021,9/30/2017 7:35:14 PM,0000-00,0,no battery,V
03/06/2019,10:09:31,8,default,181523011,OXY_CH8,0.495,min,240.906,µmol/L,Humid,21.862,deg,82507,µV,19.108,°C,1010,hPa,34.1,pmil,0,55.63,deg,20,°C,100,%a.s.,21.95,deg,20,°C,1018,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,22.75,0,95,356698.28,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,170328-021,9/30/2017 7:35:14 PM,0000-00,0,no battery,V
03/06/2019,10:09:32,8,default,181523011,OXY_CH8,0.511,min,240.965,µmol/L,Humid,21.857,deg,82502,µV,19.115,°C,1010,hPa,34.1,pmil,0,55.63,deg,20,°C,100,%a.s.,21.95,deg,20,°C,1018,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,22.75,0,95,356703.6,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,170328-021,9/30/2017 7:35:14 PM,0000-00,0,no battery,V
